portal_url	text_raw	span_1	confidence_1	about_1	span_2	confidence_2	about_2	span_3	confidence_3	about_3	span_4	confidence_4	about_4	span_5	confidence_5	about_5	span_6	confidence_6	about_6	span_7	confidence_7	about_7	span_8	confidence_8	about_8	span_9	confidence_9	about_9	span_10	confidence_10	about_10	span_11	confidence_11	about_11	span_12	confidence_12	about_12	span_13	confidence_13	about_13	span_14	confidence_14	about_14	span_15	confidence_15	about_15	span_16	confidence_16	about_16	span_17	confidence_17	about_17	span_18	confidence_18	about_18	span_19	confidence_19	about_19	span_20	confidence_20	about_20	span_21	confidence_21	about_21	span_22	confidence_22	about_22	span_23	confidence_23	about_23	span_24	confidence_24	about_24	span_25	confidence_25	about_25	span_26	confidence_26	about_26	span_27	confidence_27	about_27	span_28	confidence_28	about_28	span_29	confidence_29	about_29
medmon.semanticlab.net/doc/4692531477915926115/MS-Ireland--::-South	"MS Ireland  ::. Welcome to the homepage for services in the Southern region. We cover counties Cork and Kerry. We provide a range of services and activities to people with MS, their families, health professionals and others interested in or concern about MS. Services are provided by professionally trained staff and a dedicated team of volunteers. In the Southern region we have six voluntary Branches offering local support and contact - Cork City, Cork North West, Fermoy, Kerry North, Kerry South, West Kerry. "																																																																																							
medmon.semanticlab.net/doc/4698192389635161566/Activity-Feed---MS-Connection	"name is bill, i just found out i have MS. been dizzy and double vision for 5 weeks now. just had my MRI today and was told i have ms. i cried because of my kids. i have not been able to see them during my normal visitations because of the double vision. now i dont wanna tell them this news...i am scared and feel very alone. im in recovery for years now and i know from that i need to reach out . OK tomorrow is a week. got a picture up 4 years old so im more grey in the beard now lol. reading the internet is killing me. ive been up and down.... long week i will say thank you to those who have been reaching out and being patient with me. Wait for last of 3rd set of blood work then spinal tap. Meds for now are the 4 to 5 weeks of steroids then discussion of a MS drug which is sounding like I cant afford. Again for all the people reaching out to help me God is good through all of you."	"156,160"	2																																																																																					
medmon.semanticlab.net/doc/4694670540224769475/Activity-Feed---MS-Connection	"First experienced symptoms 2009 First Diagnosed 2009. Symptoms Numbness , Walking (Gait), Balance, & Coordination Problems Treatments Exercise , Gilenya , Vitamin D , Salsa dancing."																																																																																							
medmon.semanticlab.net/doc/4692531962172919427/Activity-Feed---MS-Connection	"One day i had miscarriage I went to surgery... i wasn’t feeling well but I had to go to work the next day after surgery, in the same time of moving to live in another place all the packing, work and emotions were driving me crazy. One day in the middle of getting my packages in the new place I found that my eye was blurry I keep cleaning it as I thought maybe dust or something but it kept with me day and night .... couple of days later I went to the Obstetrician he tested me and he realized that my eye was good but their is something about the nerve especially I was color blinded in this eye... more tests and from doctor to doctor from major to another more analysis and mri .and voila I have MS. I asked my neurologist about the worst case scenario... he told me all about no one will ever know but the worst are so and so and so... quickly I started my treatment... and still fighting Ms with all the ups and downs :). "																																																																																							
medmon.semanticlab.net/doc/4700337877339392972/Activity-Feed---MS-Connection	"Diagnosed in December 2009. Taking Tecfidera for the last year, started with Copaxone changed to Tecfidera since there was no shot. Both are equal for me don't seem to have as many flare ups. Wishing the flare ups would stop all together."																																																																																							
medmon.semanticlab.net/doc/4693707215666543376/Activity-Feed---MS-Connection	"Although I suspect I have had MS much longer than the official diagnosis - I experienced the symptoms but lacked the knowledge - I was diagnosed after suffering a sever attack; numbness in my ankles, which made it difficult to walk, and slanted double vision 24/7, which made it hard to see. I have also recently had an appointment with my neurologist who has found several lesions on my spine, it is undetermined whether or not these are new, and has offered me a special kind of infusion. Also, I am a university student living alone, which makes coping a lot harder for me. I am reaching out hoping to find people with similar symptoms."																																																																																							
medmon.semanticlab.net/doc/4696444111943073005/Activity-Feed---MS-Connection	"I was diagnosed when I was 15 when my worst worry should have been passing finals and then suddenly huge weight was placed on my shoulder. It was hard, I became depressed and detached I constantly asked myself “ why me, why now?” I found it hard being a regular teenager but somehow I found a way to I found a way to make it work. I knew I couldn't let the obstacle from living my life. With all the days I missed I always had to find a way to make sure I didn't fall behind my fellow classmates. Even with my intense schedule with missing school, I still maintained good grade even in my advance placement classes. I had a difficult time confiding to anyone about my condition not because I was embarrassed but because of the looks I would get after I told them. When I shared my diagnoses to anyone they assumed it was a contagious disease instead of allowing me to explain they immediately stop listening their little knowledge of the disease cause me to lose a lot of people in my life that I called friends but it also showed me my true friends. MS was something that I knew I couldn't let rule my life it was something I had to fight even if I had to fight it every day. I am currently 21 years old. I just started Lemtrada."	"27,29"	3	"speaker, patient"	"1192,1204"	3	"speaker,patient"																																																																																	
medmon.semanticlab.net/doc/4693250087712843462/Activity-Feed---MS-Connection	"I began noticing numbness in my fingertips but I was only seeing a chiropractor for lower back pain. He could not help me. Then a new chiropractor could not give me a decent reason why I could not walk so good after another year. I would get tired after a few blocks. I mentioned it to my primary care doctor and she had me take tests and see many doctors for additional symptoms, but the neurologist could explain my concerns. By this time, I assumed the fatigue had to do with menopause although my walking was stilted and hard. Another year after trying different chiropractors, the one who cured my frozen shoulders tested me and guessed, but could not diagnose. He instead had my doctor send me to another neurologist who gave me a head MRI and spent time explaining my new diagnosis. I've done a great deal of reading, talking to others with MS and worrying about continued employment with increasing problems. I've had to take an early retirement from teaching. I now juice almost daily for energy, use a vibration machine for exercise, started a gluten-free diet which has shown an increase in energy and cognition; I somehow just found this site even though I read the newsletter and magazine the same day I receive it. I keep up with MS sufferers on DailyStrength.com but still feel alienated. This is my first adult year not working and it is weird. I can not get around well but I read mostly bios and other nonfiction, complete crossword puzzles and work-out on Lumosity.com. I generally sleep at least ten hours. I thought I could do something that would bring in some income but haven't gotten there yet. I used to write stories and poems but can't bring myself to doing that. My right hand is pretty useless. Dragon is not as easy as advertised. I'm very spiritual and pray, read the bible and follow mindfulness from Buddhist practices. I used to take photos, bike, salsa dance, hike and take long walks, all of which I can no longer do. My biggest challenge is to stop cursing so much when I can't do little thins like dress myself or cook. My hope is that more research is poured into stem cell research to end MS. "	"937,953"	2	"speaker,patient"																																																																																				
medmon.semanticlab.net/doc/4693707204893079449/Activity-Feed---MS-Connection	I was diagnosed less than a week ago and am still dealing with the symptoms of my first episode. I am completely overwhelmed. I have no idea what MS is (and I am finding that is the general consensus out there). Is my life going to change? Will I be able to continue my career? I do not not know what I am looking for here. I just need to open doors and see what is behind them. 																																																																																							
medmon.semanticlab.net/doc/4693250062372771394/Activity-Feed---MS-Connection	Hi I'm Lindsay and I have had ms since 2009. Initially when I got diagnosed I gave up and thought I'd never run again. A little over a year ago I started running again due my a running club I met. Since then I've completed several races including three ragnars and will be completing my first marathon this October.																																																																																							
medmon.semanticlab.net/doc/4694670551312640759/Activity-Feed---MS-Connection	"When I graduated high school, I noticed tingling in my legs, but like most 18 year olds, I paid no attention to it. The week before my 21st birthday I got my first attack. 4 MRI's, multiple blood tests, 1 urgent care visit, 1 ER visit and finally 1 Neruo visit: I got the diagnosis. I have non-progressive remitting MS. I guess you can say I was pissed. That was the only feeling I could feel for that moment. I paid no attention to the depression creeping up on me through out the months. Not only because I didn't understand why me, but the medicines were painful in every way. Not until I started to wonder around very dark areas in my mind did I thinm 1 visit a month to Therapy was my savior. My one year diagnosed MRI scan showed a good (big) size lesion on my C2 spine. Did I freak out? Did I swallow myself whole into a dark place? No. I worked myself around the first time, I knew I could do it again. I have faith and the support tools I need to overcome this. I can't tell anyone the right medicines for relief but from experience I know talking and expressing what you feel at the moment can help in seconds. And those seconds can help for days."	"0,28"	1	"patient,speaker"	"75,87"	3		"120,148"	3	"patient,speaker"																																																																														
medmon.semanticlab.net/doc/4692885903876068715/Activity-Feed---MS-Connection	"My younger sister was diagnosed with MS. She was only 25 and it shattered our world. I thought I'd come to terms with it, but I feel like I'm doing everything wrong. I just want to help her the best way I can. I feel like we'd been living mostly in denial. That with a lifestyle change, a better diet, and taking medicine we can slow the progress. If only life was that simple. I want to help my sister. I want to help her manage her fear. I want to takeaway some of her pain."	"54,56"	3	patient																																																																																				
medmon.semanticlab.net/doc/4693250085383749068/Activity-Feed---MS-Connection	"My name is George from San Jose, CA. I was diagnosed with MS in late may after experiencing double vision, fatigue and dizziness ( had to cancel my Cancun vacation which was supposed to be the next week). I had always been a pretty healthy person, exercising at least 4 times a week and eating pretty healthy, so if course i never thought anything like this would ever happen. My biggest challenge so far is the mental aspect and anxiety that has been a burden on me. Id be lying if I said it wasn't a burden on me everyday. I feel like my mind is playing tricks on me..... waking up in the middle of the night with my hand numb when it turns out i was just sleeping on it (of course I had never done this before my diagnosis).......waking up every morning making sure my vision is fine and that im not numb anywhere. Just little things like that keep me on edge, maybe its because Im still pretty new to all of this but hopefully it will get better with time. Ive been on Tecfidera since middle of July so far so good minus the side effects for a few weeks, but still get the occasional flushing here and there. I am looking for anyone to connect with people who are sharing similar experiences to mine. Feel free to message me on facebook (i know this website can be tough to navigate)."																																																																																							
medmon.semanticlab.net/doc/4693250071723929664/Activity-Feed---MS-Connection	"Although I'm a lot younger than most people diagnosed with multiple sclerosis; now that I think about it... my story doesn't differ much from everyone else's. There seems to be this common theme of hindsight vision that seems so clear among those with ms. In the moment my inability to wake up in the morning, uncontrollable sadness, and trouble concentrating in school seemed normal because I was a teenage girl and I refused to let anyone know about the suicidal thoughts that flooded my mind from time to time. Because there seemed to be no direct cause for my emotional turmoil I simply pushed it to the side. "	"401,407"	2	"patient,speaker"																																																																																				
medmon.semanticlab.net/doc/4692885856901622763/Activity-Feed---MS-Connection	My name is Natalie I was diagnosed with relapsing MS at 18. I had temporary paralysis 2X on my left and most recently right sided weakness. I Take it one day at a time as living with ms is challenging. I focus on family my baby girl Leeya and my husband Javier. My goal is to become involve so I can make a difference.	"56,58"	3	"patient, speaker"	"223,227"	2																																																																																		
medmon.semanticlab.net/doc/4694311189420345807/Activity-Feed---MS-Connection	"Iam a mother of a 20 year old , with MS she was diagnose 6 months ago, she has a little son of 22 months, it is all still new to us all and would be great to talk to others about symptoms, she had her 3rd infusion of tysaban."	"6,12"	1	speaker	"18,30"	3	patient	"81,91"	1		"95,104"	3																																																																												
medmon.semanticlab.net/doc/4694670513789334620/Activity-Feed---MS-Connection	"It was right after my 21st birthday. I started falling a lot. I had lost the ability to pre on my own, and extreme double vision. I went to my pcp, they say me up with a Neuro consult, I went for the MRI and lumbar puncture. After two mris they diagnosed me with ms. My hopes and dreams are to be able to walk again, and to eventually have a family, and a good life, my response to someone who is recently diagnosed. Is that stay strong and never ever give up,."	"7,35"	3	"speaker, patient"																																																																																				
medmon.semanticlab.net/doc/4693250080147813794/Activity-Feed---MS-Connection	"I lost my Mum to MS in 2010. She had primary progressive and was very badly effected by the desire, which hospitalised her her ten years our of her thirteen year battle. After experiencing some numbness and loss of strength I am now undergoing testing for MS myself, which is obviously terrifying."	"10,13"	1	patient																																																																																				
medmon.semanticlab.net/doc/4699981404186728137/Activity-Feed---MS-Connection	"Following my symptoms back, I believe that MS first entered into my life in 1989. November of 2012 I started losing vision in my right eye. Turns out this was from optic neuritis caused by the MS. The Ophthalmologist is the one that sent me in for the brain MRI. From there it was off to a neurologist who sent me in for the spinal MRI. At that point I learned that I had multiple large lesions in my brain and all down my spine. I first tried Betaseron for a disease modifying injection. Turns out I have an allergy to Interferon products (my skin goes haywire). So now I am on daily Copaxone injections. I am also taking Gabapentin for neuro pain in my limbs and head."																																																																																							
medmon.semanticlab.net/doc/4694670593291474995/Activity-Feed---MS-Connection	"Hi there! About 2 years ago, I was diagnosed with MS after losing the ability to walk and having numbness traveling from my feet to my stomach in a matter of 36 hours. I was diagnosed in July 2012 with RRMS and was started on Copaxone. Unfortunately, as of recent, I have been having severe immediate post injection reactions, which just makes depression a lot worse. Therefore, in two weeks, I am starting Tecfidera (yay!). I am currently a pharmacy student and living with MS on top of a challenging curriculum can be difficult. I am trying to balance it all and take care of myself while finishing out my schooling. I hope to manage my disease as best as possible and to stay in remission as long as possible. I hope to do this a healthy lifestyle, a good diet, a lot of exercise, a ton of sleep and a good support system. Ultimately, I'd love to the MS Walk Challenge one day :)."																																																																																							
medmon.semanticlab.net/doc/4692531969418564674/Activity-Feed---MS-Connection	"I was diagnosed with RRMS when I was 17 years old. My whole left side of my face was numb and I had sever balance problems causing me to fall to my left side. I spent 3 days in the hospital with no idea what was happening to me. I received a spinal tap, and numerous other amounts of testing. I was assigned a neurologist who was a complete joke. He gave me massive amounts of steroids, never actually told me if I had ms or not and eventually he stopped taking my calls. I went from 210 (at 6'2 i was in fairly good shape) all the way to 305 because of the high amounts of steroids. My grandma's friend whose daughter also has ms got me in to see her neurologist. I went to edward's neuroscience institute in Warrenville, Illinois to meet with Dr. Henry Echeverri. He immediately looked at my MRI and said I had active lesions and that he was mos certain I had multiple sclerosis. He had me continue high doses of steroids until I was able to start copaxone. I began copaxone and I absolutely hated the daily injections. The bumps and all the problems associated with the injections made my skin crawl, no pun intended. I was very depressed from the diagnoses and the weight gain and the shots were the icing on the cake. I spent a whole year isolating myself from my family and friends and drank heavily, even knowing how bad it was for my condition. I was still having a fair amount of relapses from the copaxone, partially in my opinion because I would miss doses. My doctor called me and said he wanted me to come in and speak with him. This terrified me, but I went in and met with him. He told me that the lesions were active and had gotten a little bit bigger. He suggested tysabri, which was the best decision I have made. I began tysabri and immediately looked up the medication and researched it from front to back. The side effects as well as the possible brain infection of PML made me hesitant but I accepted the risks. I started tysabri in 2014. I had such a good experience with tysabri. I went 3 and a half years without any relapses and the lesions I had actually began to shrink. This drug was a miracle to me. In January 2016 I had a calcaneal osteotomy on my right foot, because my feet are very flat and caused me agonizing pain when standing. Sure enough 5 months later I had a microdiscectomy (back surgery) on my l4-15. I was ready to commit suicide because the pain was the worst thing I have ever dealt with. I could not get the surgery until May due to me being on crutches from my foot surgery. After having the surgery I was given an unexpected reprieve. I had a whole new outlook on life. It made me realize that things can always be way worse and that my ms was always manageable. I began to work out when my surgeon gave me the okay and I was suggested a low carb diet by my uncle who lost 100 lbs in a year. I had tried many different diets and nothing worked so I figured I had nothing to lose. I lost 22 lbs in the first 2 weeks, and eventually maintained 3 lbs a week. exactly 1 year later i lose 87 lbs and went from 305 to 220. I was ecstatic by my progress and that my ms was in remission for so long. In august of 2017 I began dating my girlfriend who became such a big part of my life. She became a big support system of mine. She even motivated me to continue with my studies and get my degree since I can not work physical jobs anymore. Now in 2018 due to insurance change I had to see a new neurologist and lost my tysabri. It has been 3 months without it and I am starting to feel the effects of it. I will be switching over to gilenya. My current neurologist is a good doctor but getting a hold of him or his assistant is nearly impossible which makes things very complicated. The last 3 months have been a nightmare but I remain optimistic and have a great new job and I am exceeding in my studies."	"37,49"	3	"speaker,patient"	"587,594"	1		"610,618"	1	patient	"2808,2813"	1																																																																												
medmon.semanticlab.net/doc/4693707179332816787/Activity-Feed---MS-Connection	"About six months after my daughter was born I started to get horrible headaches. Went to the ER got an MRI it came back normal, got a referral to see a neurologist. At the appointment with the neurologist he quickly decided (based off the MRI) that my headaches were caused by Occipital Neuralgia. (a condition which the nerves run up to the top of the spinal cord through the scalp called occipital nerves are inflamed). He gave me a nerve block shot and got sent on my way. Flash forward to 4 weeks later. I lost complete vision in my right eye along with numbness in my face. Went to the ER again, did another MRI. This time it came back with 5 lesions. I was rushed up to tge ICU and quickly hooked up to some steroids. I was told they wanted to keep me overnight and in the morning I would be meeting with a doctor. The next morning I met with the same neurologist that diagnosed me with occipital neuralgia. He explained to me that I had the symptoms of MS and they were going to do a spinal tap. A few hours later I had my spinal tap done and found out I wouldn't have my results for a while. My vision wasn't back to normal yet so I was stuck in the hospital for another 2 days. Two weeks (and two days before my daughter's first birthday) I was fully diagnosed with MS."	"26,34"	1		"1221,1229"	1		"1232,1246"	3																																																																															
medmon.semanticlab.net/doc/4695734983088127253/Activity-Feed---MS-Connection	"My story goes back way before being diagnosed with MS. This is the same with many of you. Bear with me while I tell you a story of addiction first. I am a Respiratory Therapist and I worked nights for a long time. I started suffering from fatigue about 5 years ago. I assumed it was because of working the night shift. A co-worker gave me an Adderall and my life changed for good. I never felt so good. It was the most amazing feeling ever. I had so much energy. I no longer spent all my time in bed. I was on 20mg per day at that point. Then the fatigue started coming back so I went back to the doctor and she upped me to 25mg. That helped for a little while. I went back to my doctor for more. I was increased to 30mg. I was doing well for a few months. But the fatigue came back. So I went back to my doctor and was upped to 30mg twice a day. I was flying high! I got so much done. I was the go to guy at work! My patients loved me and the nurses were so impressed with my work ethic. But then the 60mg wasn't enough anymore. A co-worker of mine was also on Adderall and she would give me some of hers at times. Then instead of asking, I would take her keys, go out to her car and take more Adderall without her knowing. Obviously, this is a bad sign. But I went back to my doctor and asked for 90mg per day. She said no and that I needed to see a psychiatrist first. That was the beginning of the end. The psychiatrist showed me that I was addicted to Adderall. I already knew this but I was in denial. At that point, I was no longer on Adderall. It was a very tough 4 months without it. My wife helped me a great deal through the detox. After about 6 months, I was extremely frustrated with my fatigue. I changed to day shift and took lots of vitamins but nothing helped. I went back to my doctor and I was put on Concerta, which is Ritalin. It helped take the edge off. So a few months ago I started having extreme pain in my right ear. Like someone was sticking an ice pick through it. Two doctors saw no structural problems with my ear. I was referred to a neurologist. She ordered an MRI. I had a bunch of white spots indicating dead cells. I then had a lumbar puncture which confirmed the diagnoses. I had MS! I was happy to finally have a reason for the myriad of problems I'd been having for 5 years. Then I got depressed thinking about my future. As a Respiratory Therapist, I take care of a lot of MS patients. All I could think of was being in a wheel chair and unable to take care of myself. My wife, Toni, told me to snap out of it. And I've been trying to do just that. I've been reading as much as I can and formulating a plan. I just started Copaxone a couple of days ago. It hurts and really makes me itch at the injection site. But hopefully it'll work for me. My initial problem list was fatigue, erectile dysfunction, constipation, spasticity in my arms, depression and the pain in my ear. I believe now that it is all caused by MS. So that's a good thing in a way. I now know what direction to go. Thank you for reading my long story."																																																																																							
medmon.semanticlab.net/doc/4694311235951926148/Activity-Feed---MS-Connection	"I am a young woman who 4 years ago had brain surgery completely unrelated to MS. diagnosed last year with MS. Dealing with MS and effects of surgery. A moment that really impacted me was as I was walking up a flight of stairs my right leg gave out and I collapsed. Thankful to God that I was at the top and landed on the landing and also that my mom was behind me and caught me from falling backwards and crashing into the people behind me. These past few years have dramatically altered my life, I was very active, sung in choirs, did cheerleading, was a preschool teacher, a socially active woman and mother now I have been low key and not nearly as active since the brain surgery and MS. I plan and will live life to the fullest. God saw fit to have me still here so I will do what I can, how I can, when I can, I deeply and sincerely give that advice to any and all the MS community to live the same way......"	"7,12"	1	"patient, speaker"	"603,609"	1	"patient,speaker"																																																																																	
medmon.semanticlab.net/doc/4699981405626102893/Activity-Feed---MS-Connection	"Hi all! I am anxious to get to know others with MS and exchange experiences. I am a very blessed lady, married 32 years to my high school sweetheart, have 2 grown children and 2 amazing grand-daughters, ages 6 and 2. I've been living with this MS for 22 years now and it is trying its hardest to knock me down but I keep fighting."	"163,169"	2		"186,201"	1		"208,209"	3		"214,215"	3																																																																												
medmon.semanticlab.net/doc/4692885890780445813/Activity-Feed---MS-Connection	"I was diagnosed with MS in February 2011 while I was in graduate school for graphic design at Savannah College of Art and Design. Graduate school was stressful enough and my boyfriend and I had just gotten back from a tense holiday break where his family had fought a lot. I was diagnosed quickly, so quickly that I don't think I really got a chance to process what was going on very much at the time. I had a tingling sensation on my skin in the midsection and got diagnosed with a pinched nerve. The sensation quickly spread to my whole body (hands, feet, etc.) and because this happened on the weekend I got myself to the ER. That doctor suggested I see a neurologist because the spreading sensation had a chance of being MS. Our school doctor's office was able to get me an appointment with a neurologist right away, which I am very grateful for. He did tell me he ""really didn't think it was MS"" but we did the MRI anyways. Well, he was wrong! So much of the ""you look fine"" has been part of my experience from the very beginning. When I moved back home to MD I got a copy of my medical records and I could see that the doctor noted that my symptoms were likely caused by anxiety, so I've kind of felt unvalidated in a way from the start. Finishing school was pretty tough with this big rain cloud over me but I did it. I still wonder if I could have done better with my school projects and had a better portfolio if I didn't have MS. I am just now, 4 years later, processing at lot of this hurt, regret and emotions from my diagnosis period. I haven't had an MS attack since my initial diagnosis but have a hard time telling if symptoms I experience are from MS or from something else. I also have had thyroid problems and recently had my thyroid removed to diagnosis nodules that were growing on my thyroid (luckily it wasn't cancer but now, no more thyroid!) I feel like I get pretty tired and down easily and have a hard time picking myself back up. I worry about when things are going to take a turn for the worse and how I will deal with it."	"41,71"	1	"patient, speaker"																																																																																				
medmon.semanticlab.net/doc/4694670511747212777/Activity-Feed---MS-Connection	First and formost I'll start with the simple things in my life. I'm 26. I'm a mother to a wonderful daughter and animals. I'm a wife to a wonderful man. I was recently diagnosed with MS when I had a relapse with my vision. It wasn't something that was even a consideration until my MRI. Currently I'm trying to figure it if I'm mentally absorbing it how I should or if I'm just joking around to delay the truth in he diagnoses.	"68,70"	3	"patient,speaker"	"78,84"	1	"speaker,patient"	"100,108"	1																																																																															
medmon.semanticlab.net/doc/4699981348745621524/Impact-of-cladribine-on-soluble-adhesion-molecules-in-multiple-sclerosis.---Multiple-Sclerosis-Discovery-Forum	"Impact of cladribine on soluble adhesion molecules in multiple sclerosis. - Multiple Sclerosis Discovery Forum. Mitosek-Szewczyk K, Stelmasiak Z, Bartosik-Psujek H, Belniak E. Acta Neurol Scand . 2010 Dec; 122(6):409-13. PMID: 20175758."																																																																																							
medmon.semanticlab.net/doc/4696088496883575068/Activity-Feed---MS-Connection	"After obtaining an Associate of Applied Science degree in law enforcement and an Bachelor of Science degree in criminal justice, I worked in a prison, residential halfway house for felon parolees, an outpatient drug and mental health facility and several years retail loss prevention and security. Then along came arthritis in both feet and my back, followed by the MS. Kind of hard to chase after people when there are days/nights when you can barely walk from one room to another, when you stumble and fall even at home, not even counting the times you get embarrassed in public by falling or taking side steps due to the poor balance/coordination issues and worry someone will think you are just another drunk staggering down the street. Thank goodness I was blessed with exceptional writing skills and have been writing since the age of 15. I now write fairly regularly, writing for a couple websites and doing ghostwriting (where you write something, usually web pages, but your name does not appear as the author) making up for some of the income loss from not being able to work in criminal justice any more."	"841,843"	3	"patient,speaker"																																																																																				
medmon.semanticlab.net/doc/4699981384048693775/Activity-Feed---MS-Connection	Diagnosed with 'Late Onset' Multiple Sclerosis. Attacks were occurring quite frequently (four to eight times a day) including strong muscular contractions (spasticity) of my left side with white hot pain in my right leg. Attacks have diminished in the last month... but I just think that MS is moving to a new spot (lesion) on my spine. My doctor went straight to 'Tysabri' for treatment. Had my first infusion two weeks ago. I am a nurse. I worked in Shock/Trauma and Cardiac ICU. Currently working with Clinical Support (I support the programs that support the nurses). 																																																																																							
"medmon.semanticlab.net/doc/4699273847473180066/2-Amino-6-trifluoromethoxy-benzothiazole,-a-possible-antagonist-of-excitatory-amino-acid-neurotransmission--II."	"Benavides J, Camelin JC, Mitrani N, Flamand F, Uzan A, Legrand JJ, Gueremy C, Le Fur G. Neuropharmacology . 1985 Nov; 24(11):1085-92. PMID: 3001571. Abstract. * Comment. * Recommend. * Bookmark. * Watch."																																																																																							
medmon.semanticlab.net/doc/4692885884450874623/Activity-Feed---MS-Connection	"After working for the National MS Society for the last five years, I am more passionate than ever about finding a cure for this disease. We've come a long way, but there's more to be done. Let's end MS forever! "																																																																																							
medmon.semanticlab.net/doc/4699273818163212312/Riluzole-enhances-the-anti-seizure-action-of-conventional-antiepileptic-drugs-against-pentetrazole-induced-convulsions-in-mice.---Multiple-Sclerosis-Discovery-Forum	"Riluzole enhances the anti-seizure action of conventional antiepileptic drugs against pentetrazole-induced convulsions in mice. - Multiple Sclerosis Discovery Forum. Borowicz KK, Sekowski A, Drelewska E, Czuczwar SJ. Pol J Pharmacol . 2004 Mar-Apr; 56(2):187-93. PMID: 15156069."																																																																																							
medmon.semanticlab.net/doc/4694670587209007197/Activity-Feed---MS-Connection	"2012 The year I got married, my life changed so much I married my childhood sweetheart after a 9 years romance. He is truly my best friend and more than I could have ever imagined. We married in May. That December I woke up my arms and legs were completely dead / numb I thought this was strange and thought I may have slept funny, I did some exercises as I got ready for work, to try and get some movement back. The movement didn't come back and I remained numb for roughly a week. Cold was making it worse and I was beginning to lose my balance. I made an appointment with my GP who wasn't much help at first just said to go home and monitor it and if the numbness didn't subside to go back. Worried about the Christmas break approaching I booked back in. I was more firm this time as symptoms had got worse, numbness was making me lose my grip and my balance and coordination was really bad. He then wrote to the neurologist at the hospital and I was told to wait for an appointment to have some further tests. Months past and I still hadn't heard from the hospital, the numbness was coming and going at the stage and my knee was becoming inflamed and felt unsteady to walk on this was made me avoid wearing heels and going out in general. I also started to develop feelings of creepy crawlies under my skin mainly in my back also have shooting / electrical shocks randomly all over my body. I had no idea what this was but after spending a lot of time on Google I diagnosed myself I was 99% sure I had Multiple Scoliosis. The pain is unbearable at times. When my letter finally arrived it was March 2013 they tested my reflexes and my strength etc and said they were sending me for an MRI scan, the reality was starting to sink in and reading up was beginning to scare and upset me. My MRI scan was end of May 2013 the doctor was reluctant in confirming it was MS without doing a Lumbar Puncture. But he showed myself and my husband the scan of my brain and we saw lesions on my brain, which made my heart sink and my eyes welled up. The reality was sinking in I began to shake and wanted more answers the doctor was being very vague. My husband pushed him for answers. And he said in his professional experience it was Multiple Scoliosis but couldn't give us any further information as he want a specialist . And then we had to wait for a lumbar puncture. November 2013 came and I was called to go for the lumbar Puncture. The results look an age and again they confirmed I had RRMS. Finally after a full year I had the answer I already knew. I just don’t know why it took a whole year to get a diagnosis. March 2014 I started using Copaxone. I never ever thought I would be able to inject myself but I was dpoing it. I couldn't cope with the injections or the pain after or the damage it was causing to my body. But I forced myself to continue. In the end I just couldn't continue. The pain was too bad and I managed continue with Copaxone until I could started tecfidera BG12 in February 2015. So now I am 4 weeks in and will keep you all posted :) My biggest hopes and dreams regarding MS is that the firstly find a cure, in this day and age no one should be living with this illness. My Second hope is that everyone with this condition continues to fight it and keep the communication going because talking and educating yourself is so important. On this site we can all help each other. Spreading the word and sharing ideas and making new friends :) I plan to take part in MS walks and continue to spread awareness of this condition all over social media. I believe the lack of knowledge for conditions such as MS is frightening and I wish to educate people. (although I fear may bore people) lol."																																																																																							
medmon.semanticlab.net/doc/4692531951287684857/Activity-Feed---MS-Connection	"Type of MS Newly Diagnosed with MS. First experienced symptoms 2014 First Diagnosed 2015. Symptoms Fatigue , Numbness , Vision Problems Treatments Copaxone , Exercise."																																																																																							
medmon.semanticlab.net/doc/4692531984538500205/Activity-Feed---MS-Connection	"My name is Ally. I am 23 years old. I married my best friend in August of 2016. We had our first baby in August of 2017. My husband is 24 years old and recently diagnosed with MS. We are both very scared but we have been through so much together, we know we are strong enough to do this together. But, as always, support always helps."	"22,34"	3	speaker	"97,101"	2		"135,137"	3	patient																																																																														
medmon.semanticlab.net/doc/4694311202092682332/Activity-Feed---MS-Connection	"It was the year 2001, I was in the middle of my divorce and this caused extra stress. With some pretty severe symptoms, I ended up in the hospital for 7 days. With some medication and rehab I was able to return home to pretty good physical function. But I new that there was underlying anxiety. I always knew that knowledge is power. I realized that I needed to get some much needed information about Multiple Sclerosis. I didn't know what this chronic condition was. I joined a peer support group and attended several MS seminars. I've use the internet as a tool, but I always watched which site that I've used to make sure that the site is a legitimate site. I've always tried to eat healthy and exercise. I prefer yoga and walking. Spending time outdoors with my dog is very important to me. I also think that meditation and relaxation techniques are very important for anxiety and stress reduction. I try and get a massage every month. This is something that I put into my budget. I feet that it's important for my health. I work part time and volunteer in my spare time. Having friends and family as support are also very important. You shouldn't feel like you have to go through life alone. People are in your life for a reason and it's okay to ask for help. I have a house of my own now and I'm finding that I have empowered myself to do more things ( ex. fix things, shovel snow ) just because I can. There are some good days and some bad days. If I have a good day, I'm going to take advantage of it. And today is a good day, the sun is shining !"																																																																																							
