portal_url	title_raw	text_raw	mentions_disease	about_patient	title_toks	text_toks
medmon.semanticlab.net/doc/4624154329748890921/Re:-Ketogenic-Diet-for-Angelman-Syndrome--Neuro-Genetic-Disorders.	Re: Ketogenic Diet for Angelman Syndrome & Neuro Genetic Disorders.	My sister adopted a child with Angel syndrome. He's about to turn 3!! Are there any vitamins y'all recommend? She is very new to this. Any advice would help. 	1	1	Re|:|Ketogenic|Diet|for|Angelman|Syndrome|&|Neuro|Genetic|Disorders|.	My|sister|adopted|a|child|with|Angel|syndrome|.|He's|about|to|turn|3|!|!|Are|there|any|vitamins|y'all|recommend|?|She|is|very|new|to|this|.|Any|advice|would|help|.
medmon.semanticlab.net/doc/4620704994901231706/Beat-Epilepsy	Beat Epilepsy	A retrospective study of the records of people with Angelman syndrome, has shown that the seizures experienced may change over time. To read more about the research, click here: https://t.co/GneWA1OwEG https://t.co/RqKEvp9y6y. 	1	1	Beat|Epilepsy	A|retrospective|study|of|the|records|of|people|with|Angelman|syndrome|,|has|shown|that|the|seizures|experienced|may|change|over|time|.|To|read|more|about|the|research|,|click|here|:|https://t.co/GneWA1OwEG|https://t.co/RqKEvp9y6y|.
medmon.semanticlab.net/doc/4616796305702894469/Re:-Ketogenic-Diet-for-Angelman-Syndrome--Neuro-Genetic-Disorders.	Re: Ketogenic Diet for Angelman Syndrome & Neuro Genetic Disorders.	Thanks for sharing. Just ordered for my angel. He put all the things in his mouth- so we always need to be careful about choking. 	1	1	Re|:|Ketogenic|Diet|for|Angelman|Syndrome|&|Neuro|Genetic|Disorders|.	Thanks|for|sharing|.|Just|ordered|for|my|angel|.|He|put|all|the|things|in|his|mouth|-|so|we|always|need|to|be|careful|about|choking|.
medmon.semanticlab.net/doc/4615598033000220022/Young-Designer-Award	Young Designer Award	@toucheboutique_ Be part of our journey to Cure Angelman syndrome, a genetic disorder; show your brand in our fashion show we have 2 events for 1 fee offer to boutiques. Taking place at the Canalside #BirminghamUK 30 June E: joanna_marcella@hotmail.com https://t.co/80cSQyvNsO. 	1	0	Young|Designer|Award	@toucheboutique_|Be|part|of|our|journey|to|Cure|Angelman|syndrome|,|a|genetic|disorder|;|show|your|brand|in|our|fashion|show|we|have|2|events|for|1|fee|offer|to|boutiques|.|Taking|place|at|the|Canalside|#BirminghamUK|30|June|E|:|joanna_marcella@hotmail.com|https://t.co/80cSQyvNsO|.
medmon.semanticlab.net/doc/4613947846109519025/Shannon-Farris	Shannon Farris	Dr. Ben Philpot of @UNC_CBP talking about angelman syndrome biomarkers and the potential for restoring Ube3a expression as treatment #TriangleNeuro https://t.co/EA5BFHR2I2. 	1	0	Shannon|Farris	Dr|.|Ben|Philpot|of|@UNC_CBP|talking|about|angelman|syndrome|biomarkers|and|the|potential|for|restoring|Ube|3a|expression|as|treatment|#TriangleNeuro|https://t.co/EA5BFHR2I2|.
medmon.semanticlab.net/doc/4611221472111481195/Jason-Tracy	Jason Tracy	My nephew Wesley he has Angelman syndrome (AS) a rare neuro-genetic disorder that occurs in one in 15,000 live births. Even though Angelman syndrome is a rare... https://t.co/T0zdQ1zHoe. 	1	1	Jason|Tracy	My|nephew|Wesley|he|has|Angelman|syndrome|(|AS|)|a|rare|neuro-genetic|disorder|that|occurs|in|one|in|15,000|live|births|.|Even|though|Angelman|syndrome|is|a|rare|...|https://t.co/T0zdQ1zHoe|.
medmon.semanticlab.net/doc/4610852826223985016/Ryemarkable-Moms	Ryemarkable Moms	Coming tomorrow: Marianne Benet, Mom of 3 boys including one son with Angelman Syndrome. Video tomorrow on Ryemarkable Moms on Youtube! #angelmansyndrome #specialneeds https://t.co/YmCaErS0ju. 	1	1	Ryemarkable|Moms	Coming|tomorrow|:|Marianne|Benet|,|Mom|of|3|boys|including|one|son|with|Angelman|Syndrome|.|Video|tomorrow|on|Ryemarkable|Moms|on|Youtube|!|#angelmansyndrome|#specialneeds|https://t.co/YmCaErS0ju|.
medmon.semanticlab.net/doc/4607490049944663479/David-Evans	David Evans	New research conducted at our Angelman Syndrome Clinic at Massachusetts General Hospital explores issues of anxiety and movement in individuals with AS. The study shows that these issues may increase with the age of the individual. https://t.co/uSTLrHDjNm. 	1	1	David|Evans	New|research|conducted|at|our|Angelman|Syndrome|Clinic|at|Massachusetts|General|Hospital|explores|issues|of|anxiety|and|movement|in|individuals|with|AS|.|The|study|shows|that|these|issues|may|increase|with|the|age|of|the|individual|.|https://t.co/uSTLrHDjNm|.
medmon.semanticlab.net/doc/4604631833745846449/Point-God	Point God	Angelman syndrome:complex problems in the intellectual development of children, epilepsy, as well as difficulties in communicating, lack of motor coordination and problems in balance and movement accompanied by extremely few hours of sleep. #Biochemistry https://t.co/8sqZPdB80N. 	1	0	Point|God	Angelman|syndrome|:|complex|problems|in|the|intellectual|development|of|children|,|epilepsy|,|as|well|as|difficulties|in|communicating|,|lack|of|motor|coordination|and|problems|in|balance|and|movement|accompanied|by|extremely|few|hours|of|sleep|.|#Biochemistry|https://t.co/8sqZPdB80N|.
medmon.semanticlab.net/doc/4604405714859984178/Angelman-Biomarkers	Angelman Biomarkers	While not well known, this test can detect embryos destined to develop Angelman syndrome. As early as 10 weeks post conception. Very early detection is now possible. Motivates need for very early treatment. We are working hard to develop, but need funding to accelerate efforts. https://t.co/jHH4YpaLMU. 	1	1	Angelman|Biomarkers	While|not|well|known|,|this|test|can|detect|embryos|destined|to|develop|Angelman|syndrome|.|As|early|as|10|weeks|post|conception|.|Very|early|detection|is|now|possible|.|Motivates|need|for|very|early|treatment|.|We|are|working|hard|to|develop|,|but|need|funding|to|accelerate|efforts|.|https://t.co/jHH4YpaLMU|.
medmon.semanticlab.net/doc/4602991756364084968/Muir-Maxwell-Trust	Muir Maxwell Trust	Angelman syndrome is a complex neurological genetic disorder which causes developmental delay and epilepsy. Research has shown that even where there is prolonged seizure activity without convulsions, diazepam can be successfully and safely administered: https://t.co/dhJbRaO3jw https://t.co/QQDGvfyjtA. 	1	0	Muir|Maxwell|Trust	Angelman|syndrome|is|a|complex|neurological|genetic|disorder|which|causes|developmental|delay|and|epilepsy|.|Research|has|shown|that|even|where|there|is|prolonged|seizure|activity|without|convulsions|,|diazepam|can|be|successfully|and|safely|administered|:|https://t.co/dhJbRaO3jw|https://t.co/QQDGvfyjtA|.
medmon.semanticlab.net/doc/4602950117602852327/Re:	Re:	So glad to see there is a walk closer to home this Year! My grandaughter has AS and we will be attending the walk in Albany this year. 	1	1	Re|:	So|glad|to|see|there|is|a|walk|closer|to|home|this|Year|!|My|grandaughter|has|AS|and|we|will|be|attending|the|walk|in|Albany|this|year|.
medmon.semanticlab.net/doc/4602950117599923364/Angelman-Syndrome-Foundation	Angelman Syndrome Foundation	"Walk Coordinator Spotlight: David & Emmalee Olszewski - Albany, NY. ""We would like to spread the word about Angelman Syndrome to improve the educational programming and medical care for individuals with AS. Our son Brady is motivating us to organize the Albany, New York Angelman Syndrome walk. We believe Brady as well as many others with AS have so much to share and so much love to give! We want to be the voice that our son and others do not have. We want to do our part as parents to educate and bring awareness to anyone who will listen."" Register for the ASF Walk at www.angelman.org/walk. "	1	1	Angelman|Syndrome|Foundation	"Walk|Coordinator|Spotlight|:|David|&|Emmalee|Olszewski|-|Albany|,|NY|.|""|We|would|like|to|spread|the|word|about|Angelman|Syndrome|to|improve|the|educational|programming|and|medical|care|for|individuals|with|AS|.|Our|son|Brady|is|motivating|us|to|organize|the|Albany|,|New|York|Angelman|Syndrome|walk|.|We|believe|Brady|as|well|as|many|others|with|AS|have|so|much|to|share|and|so|much|love|to|give|!|We|want|to|be|the|voice|that|our|son|and|others|do|not|have|.|We|want|to|do|our|part|as|parents|to|educate|and|bring|awareness|to|anyone|who|will|listen|.|""|Register|for|the|ASF|Walk|at|www.angelman.org/walk|."
