portal_url	title_raw	text_raw	mentions_disease	about_patient
medmon.semanticlab.net/doc/4711235604456128990/RestlessDreams	RestlessDreams	Despicable piece by activist Janice Turner:. -calls trans women men. -says Parkinson's disease (PD) manifests differently in men (inc trans women) and women. Oestrogen, taken by trans women, has neuroprotective properties - so trans and cis women experience PD similarly. https://t.co/nOAn4txVi6. 	1	1
medmon.semanticlab.net/doc/4711191379141553205/OutThinkParkinsons	OutThinkParkinsons	RT @OutThinkingPD: Dance Therapy for Parkinson's Disease https://t.co/d8Ujofh3DK #therapy. 	1	0
medmon.semanticlab.net/doc/4711179084155749058/Gary-Sharpe	Gary Sharpe	Dance Therapy for Parkinson's Disease https://t.co/JrRGQ53e7w #vlog. 	1	0
medmon.semanticlab.net/doc/4711046365763639261/Catherine	Catherine	@NurseCassin I don't think until you get Parkinson's you haven't peaked. 	1	0
medmon.semanticlab.net/doc/4710957886056516910/ScienceofParkinsons	ScienceofParkinsons	There's a lot of hype about #GDNF and #parkinsons on various social media channels, especially in relation to the forthcoming BBC documentary 1/3. 	1	0
medmon.semanticlab.net/doc/4710928391502152641/OutThinkParkinsons	OutThinkParkinsons	Hands and Fingers in Parkinson's Disease https://t.co/T5AVcibE5e #wellbeing. 	1	0
medmon.semanticlab.net/doc/4710901141115916998/James-Rockafeller	James Rockafeller	Having #Parkinsons can feel overwhelming if you don't have the right information and support. We're here to help everyone feel in control of life with Parkinson's: https://t.co/AiZmlmGu6m https://t.co/1L7OaSpAWo. 	1	0
medmon.semanticlab.net/doc/4710881696593926860/Donna-McNiel	Donna McNiel	What is this therapy?? My grandfather had Parkinson's. 	1	1
medmon.semanticlab.net/doc/4710876563741913945/BioPortfolio-News-Portal	BioPortfolio News Portal	Voyager Therapeutics and AbbVie Announce Collaboration to Develop Vectorized Antibodies to Treat Parkinsons Disease and Other Synucleinopathies: Deal expands collaborative efforts on vectorized antibodies to target pathological species of alphasynuclein… https://t.co/JHEEWW0jFi. 	1	0
medmon.semanticlab.net/doc/4710761055691067286/Ellen-Dibble	Ellen Dibble	"3/5 ""When Mirren said she'd like for him to explain what he meant by her 'equipment,' Parkinson suggested that perhaps her 'physical attributes' did her a disservice. 'You mean my fingers?' Mirren said."" "	0	0
medmon.semanticlab.net/doc/4710699613506896117/kenny-p	kenny p	@Roger_Roeper And don't forget this little gem. Kid really knew Parkinson's was in Fox's future or he really had to take a leak #degenerate https://t.co/fFLQFjeEfr. 	0	0
medmon.semanticlab.net/doc/4710645544287330769/Patrik-Brundin	Patrik Brundin	These stats should keep us all awake at night! #parkinsons @journal_PD @VAInstitute. 	0	0
medmon.semanticlab.net/doc/4710589018799606473/Hadley-Johnston	Hadley Johnston	If someone you love has Alzheimer's or ALS or Parkinson's, of if you are terrified by the thought of contracting those diseases, then this video is a must for you! Possible cure on the horizon. https://t.co/2xOKGDtvg2. 	1	0
medmon.semanticlab.net/doc/4710510370748553208/Gary-Sharpe	Gary Sharpe	Loneliness, Social Isolation, Estrangement and Parkinson's Disease https://t.co/JwG3xKDv9p #vlog. 	1	0
medmon.semanticlab.net/doc/4710448925902468973/Bromley-Well	Bromley Well	For those with Parkinson's & their carers: come & join Stay Loud & Sing in Community House on 28 February. Improves vocal communication. Singing at 11.45 is open to all. #Bromley #carers @BromleyWell @bromleyhcare @ParkinsonsUK @OrpingtonComm @BeckTogether @Pengepartners20 https://t.co/pFUxxmzKzd. 	0	0
medmon.semanticlab.net/doc/4710326053401125478/--	  	RT @stattydread: Number 4 got Parkinson's https://t.co/7B1NyXPaSF. 	1	0
medmon.semanticlab.net/doc/4710190504518828800/Randal-Eggleston	Randal Eggleston	RT @AnneMortier1: 'Morning... Norman Parkinson https://t.co/ROe1IT2ToP. 	0	0
medmon.semanticlab.net/doc/4710163429719579128/Spoonseeker	Spoonseeker	This article describes how I published my children’s fantasy story despite my Parkinsons. Would like to write similar piece referring to my #MyalgicE #mecfs in same way but too much danger of unfair ‘You see? Anyone can beat ME. Just try harder’ response. https://t.co/jE2iLEe5eC. 	1	1
medmon.semanticlab.net/doc/4710109479169464633/Grant-David	Grant David	I have written to the Department of Prime Minister and Cabinet secretary Martin Parkinson to investigate Minister Cash and Minister Keenan for potentially breaching ministerial standards. Via @FinancialReview https://t.co/HSvhrMDRyq. #auspol. 	0	0
medmon.semanticlab.net/doc/4710033154558964112/Union-thug-Lily	Union thug Lily	I have written to the Department of Prime Minister and Cabinet secretary Martin Parkinson to investigate Minister Cash and Minister Keenan for potentially breaching ministerial standards. Via @FinancialReview https://t.co/HSvhrMDRyq. #auspol. 	0	0
medmon.semanticlab.net/doc/4709959423839778806/Gary-Sharpe	Gary Sharpe	Strategic Light Therapies: New Hope for People Parkinson's Disease https://t.co/COHx86cHVM #parkinsons. 	1	0
medmon.semanticlab.net/doc/4709738231822642291/Leanne	Leanne	Whether you have been newly diagnosed with #Parkinsons, are a carer or have been living with the condition for longer, our forum is a place for you chat about the things that are important to you. Join the community today: https://t.co/F28kXBTTzj https://t.co/LNQMUysFas. 	1	0
medmon.semanticlab.net/doc/4709728401408679510/hoonchee-whitwell	hoonchee whitwell	Labor has warned top bureaucrat Martin Parkinson that the public service's apolitical role is at risk. https://t.co/5taICts7oc via @canberratimes. 	0	0
medmon.semanticlab.net/doc/4709576027013909398/What-Just-Opened	What Just Opened	"Beloved basketball coach at the Paradise Valley Community Center -- Tommy ""Dee"" Alvey is fighting Parkinson's Disease. His friends have set up a @gofundme page to raise money and help him with medical expenses and his business. @Fox10Phoenix https://t.co/dRPK1Wtbcz. "	1	1
medmon.semanticlab.net/doc/4709568655299826582/ngela	Ángela❗️	Having seen firsthand how Parkinson's Disease can destroy a loved one, I am crying with joy at the change technology has made in the life of this afflicted former Royal Marine. [For more info about Deep Brain Stimulation please contact @ParkinsonsUK]. https://t.co/t8AA7widPu. 	1	1
medmon.semanticlab.net/doc/4709558823873249938/Parkinsons-my-super-power	Parkinson’s-my super power	Parkinson's Support Online |. Parkinson's Social Network - MyParkinsonsTeam https://t.co/obyF4VDwHz. 	0	0
medmon.semanticlab.net/doc/4709544097701697092/Gary-Sharpe	Gary Sharpe	Self-Doubt, Guilt, Inner Voices and Parkinson's Disease https://t.co/bujMqHWDlc #wellbeing. 	1	0
medmon.semanticlab.net/doc/4709526874934419278/Home-Helpers	Home Helpers	Answered: What Is Parkinson's Disease And Vascular Parkinsonism. https://t.co/kfZQ5jk0Zw. #healthcare. 	1	0
medmon.semanticlab.net/doc/4709421202442309160/Gary-Sharpe	Gary Sharpe	RT @DrGarySharpe: Tennis as Therapy for Parkinson's Disease https://t.co/vWmMZJtkvQ #vlogger. 	1	0
medmon.semanticlab.net/doc/4709204926982200830/no-roses	ㅤㅤㅤno roses	RT @yehme2music: why all EDM live vids look like they were filmed but someone with parkinson's on meth? 	0	0
medmon.semanticlab.net/doc/4709077130127689971/Gary-Evans	Gary Evans	AI can write just like me. Brace for the robot apocalypse |. Hannah Jane Parkinson https://t.co/TIVz0UgRTb. 	0	0
medmon.semanticlab.net/doc/4708991114056361812/ReNu-Your-Life	ReNu Your Life	Moving with Parkinson's at the Iowa City Senior Center is cancelled Sunday, February 17th due to the latest snow storm. 	0	0
medmon.semanticlab.net/doc/4708961622714847997/The-MJF-Database	The MJF Database	Tune In: Alan Alda and Michael J. Fox Swap Stories about Living with Parkinson's https://t.co/qLGpQZUYG1. 	1	1
medmon.semanticlab.net/doc/4708890354270488418/General-Physics-Lab	General Physics Lab	Health: Scientists discover key reason behind mystery of Alzheimer's, Parkinson's - Gulf Digital News - +GENERAL PHYSICS LABORATORY (GPL). Health: Scientists discover key reason behind mystery of Alzheimer's, ... https://t.co/81U0X9hz5v. 	1	0
medmon.semanticlab.net/doc/4708880520243677786/Thistle_in_bloom	Thistle_in_bloom	"#OnThisDay 1975: ""I hope I can get away with this - it's a beauty!"" Billy Connolly appeared on Parkinson for the first time. Cracking stuff. https://t.co/I09HWoVwcZ. "	0	0
medmon.semanticlab.net/doc/4708858401605550831/HubBucket-Inc.	HubBucket Inc.	RT @arxiv_org: Predicting Parkinson's Disease using Latent Information extracted from Deep Neural Networks. https://t.co/8Bc7ZjHE63 https:/…. 	1	0
medmon.semanticlab.net/doc/4708831367963116114/Gary-Sharpe	Gary Sharpe	RT @DrGarySharpe: Music and Dance Therapy for Parkinson's Disease https://t.co/k4Ho5zrIWG #parkinsons. 	1	0
medmon.semanticlab.net/doc/4708777302575261961/SamBone	SamBone	JUDAS PRIEST Guitarist GLENN TIPTON's Daughter Taking Part In Barcelona Marathon To Raise Funds For Parkinson's Foundation https://t.co/r3zUULTQAB. 	0	0
medmon.semanticlab.net/doc/4708607795344404789/Rochester-Boys-Basketball	Rochester Boys Basketball	Varsity Final Score. Rockets - 48. Eisenhower - 61. Leading Scorers:. Parkinson - 12 pts. McCafferty - 10 pts. 	0	0
medmon.semanticlab.net/doc/4708511931532060802/Marie-D,-Romancire	Marie D, Romancière	RT @SweetViolettes: Norman Parkinson, 1949 https://t.co/lYVycrcME1. 	0	0
medmon.semanticlab.net/doc/4708473023497517098/Anastas2002	Anastas2002	Keith Parkinson Gamma World-01 artwork from third edition which is still one of my favorite art pieces even if the edition isn't. https://t.co/KSrLxcC4ts. 	0	0
medmon.semanticlab.net/doc/4708226791870149524/March-of-Dimes-CA	March of Dimes CA	Know someone affected by a stroke or cerebral palsy, spina bifida, Parkinsons, multiple sclerosis, or acquired brain injury)? Our Conductive Education & #MODCAfterStroke programs help increase independence! Show your support at #RFDSaskatoon March 15! https://t.co/1yncphqDjg https://t.co/FDLsugyO7a. 	1	0
medmon.semanticlab.net/doc/4708209589300366803/James-Bowers	James Bowers	@NORML My mom has Parkinson, I tried a bottle of CBD oil last month without her knowing. Didn't notice much until I ran out, then her shacks got worse. Time for a new bottle. 	1	1
medmon.semanticlab.net/doc/4708172724017270324/GovCloud-Network	GovCloud Network	This Watch Helps Stabilise People Suffering From #Parkinsons #HIMSS19 #disabilities #accessibility. #HealthTech #DigitalHealth https://t.co/EFcoMTkAs1. 	1	1
medmon.semanticlab.net/doc/4708106368688663942/Tampa-Bay-Newswire	Tampa Bay Newswire	The Neuro Challenge Parkinson Café announces a new location https://t.co/LSkeh3I6ih. 	0	0
medmon.semanticlab.net/doc/4708084249629526788/Uni-Leeds-Staff	Uni Leeds Staff	Roses are red,. Violets are blue,. Parkinson will light up,. A rainbow tonight. ️. #LGBTHM19. 	0	0
medmon.semanticlab.net/doc/4708076877171967485/Yumanity	Yumanity	In 1817, James Parkinson medically described #Parkinsons disease. Learn more about the history of Parkinson’s disease here: https://t.co/Mu7aEgQAu9. 	1	0
medmon.semanticlab.net/doc/4708069504002576957/Acorda-Therapeutics	Acorda Therapeutics	Many people find that keeping a diary is a helpful way of monitoring their #Parkinsons. Find out more about monitoring your Parkinson's: https://t.co/GNBwHXtK1f 📝 https://t.co/aJElwbHNBs. 	1	1
medmon.semanticlab.net/doc/4708042472191070558/GOSH-Jobs	GOSH Jobs	Sending 💙 to each and everyone in the #Parkinsons community. We hope you all have a wonderful day! Happy #ValentinesDay https://t.co/zw2YxgTJwK. 	0	0
medmon.semanticlab.net/doc/4708025267022319544/Charlie-Appleyard	Charlie Appleyard	RT @ScienceofPD: #Parkinsons patient advocacy at its best - top man! This is a really interesting study. https://t.co/dMYTCIpy38 https://t.…. 	0	0
medmon.semanticlab.net/doc/4707973656881001055/Tony-Wilson	Tony Wilson	@IHPower Ha ha, reminds me of the fart story David Niven once told on Parkinson! 	0	0
medmon.semanticlab.net/doc/4707767224053804638/Tourism,-Arts,--Heritage-Cabinet	Tourism, Arts, & Heritage Cabinet	Secretary Don Parkinson giving an update from the Cabinet at the #KTIADF19 Conference in Frankfort! @KyKTIA https://t.co/akFAjfKbAl. 	0	0
medmon.semanticlab.net/doc/4707727895178110911/WatrCoolr	WatrCoolr	TIL, that a lady named Joy Milne claimed to identify a Parkinson's patients by smell. https://t.co/e214FRv3Ug. 	1	0
medmon.semanticlab.net/doc/4707718063999036027/JaneFW-GTTO	JaneFW #GTTO	RT @suejonessays: #FirstDoNoHarm Benefits Assessor: How Long Are You Likely To Have Parkinson's? https://t.co/Oeg4hdCHD7 via @RevolutionBre…. 	1	0
medmon.semanticlab.net/doc/4707678742319396218/Lu--Chay	Lu ♬ Chay	Thank you Khalil G Parkinson! I received my purchase in a timely manner!! I’m a satisfied customer! 	0	0
medmon.semanticlab.net/doc/4707651712204221921/Pam-aka-NoDeal-NoWall	Pam aka #NoDeal #NoWall	RT @OutThinkingPD: Dance Therapy for Parkinson's Disease https://t.co/d8Ujofh3DK #nutrition. 	1	0
medmon.semanticlab.net/doc/4707619758519893667/Medicowesome	Medicowesome	Wolff-Parkinson's White syndrome https://t.co/BEdcyzx3AM. 	0	0
medmon.semanticlab.net/doc/4707614844304002659/Joanna-Sholem	Joanna Sholem	Deborah and Catherine Bohart welcome the writer and star of Home I'm Darling, Laura Wade and Katherine Parkinson, to talk about Domesticity https://t.co/IP42O8FJrK. 	0	0
medmon.semanticlab.net/doc/4707487046791801228/OutThinkParkinsons	OutThinkParkinsons	Vibrational Plate Therapy for Parkinson's Disease https://t.co/0qvYn88NJw #parkinsonsdisease. 	1	0
medmon.semanticlab.net/doc/4707445267494941322/David-B	David B	Phil Parkinson has well and truly done Monk tactically here. Hope something changes. Also, are they playing on concrete? Never seen anything so bobbly and bouncy #BCFC. 	0	0
medmon.semanticlab.net/doc/4707425605965772234/Gary-Sharpe	Gary Sharpe	Basketballs for Parkinson's Recovery 3. GoFundMe: https://t.co/lIXUubOpfd https://t.co/CMVTZfNze6 #blog. 	1	0
medmon.semanticlab.net/doc/4707398572075582606/Sihao-Lu	Sihao Lu	We're still on the hunt for people who want to make an impact on Parkinson's care! 🧠🎯. - Data Science Intern 👩 💻. - Software Engineering Intern 👨 💻. https://t.co/ULThltqBeb. #berlin #internship #startups #digitalhealth #Parkinsons. 	0	0
medmon.semanticlab.net/doc/4707339589350814207/Eleanna	Eleanna	Heavily revised paper: 90 independent genetic risk factors for Parkinson's disease + more. Thanks to all the people way smarter than me who contributed to this like the @pdgenetics, @MichaelJFoxOrg and @23andMeResearch teams. Keep your fingers crossed the journal likes it 🤓. https://t.co/ijAzIthp12. 	1	0
medmon.semanticlab.net/doc/4707334674159287495/NADA-TEXAS	⚔NADA TEXAS⚔	"@LisaMei62 Does Robert Orouke have tourettes or Parkinson's? Who moves that much? Like hes got ""Stay'n Alive"" on constant loop in his brain. And not even the Travolta, he looks more like the Ted Striker version. #WWG1WGA. #QANON https://t.co/SvlXMJ0QfS. "	1	0
medmon.semanticlab.net/doc/4707206877922029237/Deborah-FosterSalsa	Deborah FosterSalsa	Sometimes we try to appear 'fine' to avoid the stigma of #Parkinsons. Have you found yourself striving to appear as though you have it all together? Share what you've learned with MyParkinsonsTeam: https://t.co/VE8WOQsm92 https://t.co/RGFqSSosL7. 	1	1
medmon.semanticlab.net/doc/4707088970922065020/Defeatparkinsons	Defeatparkinsons	Living w/Style &amp; Parkinson's: Sharon Krischer https://t.co/Kaa5lk5iKx. 	0	0
medmon.semanticlab.net/doc/4707039764425934883/Debbie-Bass	Debbie Bass	We are excited to have launched the BIG AND LOUD CROWD, our joint SLT and Physiotherapy Parkinson's group that will run every Thursday for 6 weeks! This combines large amplitude movements and loud voices in a fun, supportive environment #slt #physio. 	0	0
medmon.semanticlab.net/doc/4707025013646127128/Gary-Sharpe	Gary Sharpe	Hands, Fingers and Parkinson's Disease https://t.co/TE2I21LzEC #wellness. 	1	0
medmon.semanticlab.net/doc/4706998085123706597/Hussaer	✡Hussaer	@DrawsLazy that's called parkinson. 	0	0
medmon.semanticlab.net/doc/4706990615681316390/Alex-Ward	Alex Ward	"@OfficialBWFC Parkinson 🗣 ""Fundamentally, Bolton is a great club with tremendous history, a great stadium and a great training ground. But it’s been a tough journey. The chairman openly admits he became the chairman almost by default, and hasn’t got the money to compete at this level."" https://t.co/9zj3BfXyur. "	0	0
medmon.semanticlab.net/doc/4706968488176764097/Ana-Sandoiu	Ana Sandoiu	What role does the gut play in Parkinson's disease? https://t.co/HdkmLYarVd @mnt_anasandoiu #parkinsons #gut https://t.co/5E1KSSaNGf. 	1	0
medmon.semanticlab.net/doc/4706966034692945637/Alicia-Parr	Alicia Parr	Cyril Parkinson coined his observation to describe the inefficiencies of bureaucracies. Distilled to its simplest form, it’s about how we’re unable to manage ourselves as well as we would like. 	0	0
medmon.semanticlab.net/doc/4706963574466540360/OutThinkParkinsons	OutThinkParkinsons	Loneliness, Social Isolation, Estrangement and Parkinson's Disease https://t.co/EjLtopqdT0 #nutrition. 	1	0
medmon.semanticlab.net/doc/4706946516495607839/Eric-Kline	Eric Kline	@RepMikeQuigley Sorry to hear about your loss. I know what it's like to lose a loved one to Parkinson's. God Bless you and your family! Respectfully yours,. 	1	1
medmon.semanticlab.net/doc/4706919398447730243/Peter-Szabo	Peter Szabo	#Parkinsons disease is the fastest-growing neurological disease. In 1990–2015, the number of people living with Parkinson's doubled to more than 6.2 mn. By 2040, experts predict that that number will reach 12 mn. https://t.co/uKG5UyBBF0. https://t.co/1PBh9TihAD https://t.co/NVJXGn8SEV. 	1	0
medmon.semanticlab.net/doc/4706862810297636858/Datewithmyface	Datewithmyface	RT @FitnessMagazine: Parkinson's Took Away My Ability to Walk—So Now I Run Marathons https://t.co/hPAYmpba3R. 	1	1
medmon.semanticlab.net/doc/4706700607477783262/Lucibee	Lucibee	“She detected Parkinson's on her husband, Les, 10 years before he was diagnosed by doctors. Now Joy, from Perth, is using her ability to help scientists develop a diagnostic test for the condition” https://t.co/Vk2dSRmYTw. 	1	1
medmon.semanticlab.net/doc/4706673573627239051/Non-Nigerian-Leee-Leee	Non-Nigerian Leee-Leee	RT @PharmaFactz: Which of the following antiviral drugs is also used in the treatment of Parkinson's disease? 	1	0
medmon.semanticlab.net/doc/4706663743593552840/Darren-Perry	◄Darren Perry►	@SkySportsPL , genuine question... Has the interviewer who just spoke with son and eriksen got Parkinson's? The microphone was shaking a lot. Hope his ok. 	1	0
medmon.semanticlab.net/doc/4706653917452496651/iMBE--Leeds	iMBE @ Leeds	RT @drochelle16: At the @UniversityLeeds Postgrad open day representing @iMBE_Leeds. Come chat to us in Parkinson Building! 	0	0
medmon.semanticlab.net/doc/4706614590615264300/Lars-Tnges	Lars Tönges	Very good #tweetorial for the etymology of medication names in #parkinsons #levodopa. 	0	0
medmon.semanticlab.net/doc/4706592472164915155/robertfernan	robertfernan	RT @PharmaFactz: Which of the following antiviral drugs is also used in the treatment of Parkinson's disease? 	1	0
medmon.semanticlab.net/doc/4706494167055176089/Cameron-J.-Navy	Cameron J. Navy	#Parkinsons clinical trial. Join this #ClinicalTrial to help researchers evaluate an investigational medication for Parkinson's disease psychosis. Apply now https://t.co/BhfdNXgweO https://t.co/cuVxxmD3H5. 	1	0
medmon.semanticlab.net/doc/4706476963424029599/MC-WOODTURNINGS	MC WOODTURNINGS	In New York City on Saturday, April 27th? Join us for the 25th Parkinson's @unitywalk in Central Park to fundraise for PD research. Thousands of people from the community will gather to walk toward a #cure. Sign up here: https://t.co/ML9ODWHTea. 	0	0
medmon.semanticlab.net/doc/4706422896248477953/Tim-Lang	Tim Lang	RT @PulpLibrarian: Kieth Parkinson's cover art for Dragon Magazine #137, September 1988. https://t.co/54hLnafW8l. 	0	0
medmon.semanticlab.net/doc/4706381116494383696/matt	matt	Stick Parkinson on gardening leave like we did with Megson, might bring a few of us back in , he's sucking the life out of the club. Wouldn't be surprised if Anderson is keeping him as long as he can to spite the fans now after what's been said about him and supernonce.. #bwfc. 	0	0
medmon.semanticlab.net/doc/4706373743440858220/Gary-Sharpe	Gary Sharpe	Basketballs for Parkinson's Recovery 1. GoFundMe: https://t.co/EnTW7O74Td https://t.co/CMVTZfNze6 #vlog. 	0	0
medmon.semanticlab.net/doc/4706285268740265638/Gary-Sharpe	Gary Sharpe	Busy, Anxious Thoughts and Parkinson's Disease https://t.co/W7w7Qgx8Tc #wellbeing. 	1	0
medmon.semanticlab.net/doc/4706280353847997312/Spring-Chicken	Spring Chicken	So this week was my worst with #Parkinsons. Whatever ‘winter bug’ I have had, the assault on the effectiveness of my meds was hell! I’m getting better! Today I tried an alternative therapy.. I have had pd for 8 yrs but music was there first. Simple but it works. #musclememory https://t.co/K7qUFbouzW. 	1	1
medmon.semanticlab.net/doc/4706191878352053180/Wayne-Yoshida	Wayne Yoshida	RT @OutThinkingPD: The Divided Brain and Parkinson's Disease, Part 2 https://t.co/NrWwIHBeIs #therapy. 	1	0
medmon.semanticlab.net/doc/4706066540436243352/OutThinkParkinsons	OutThinkParkinsons	Demonstration of using a Wedge Support in Parkinson's Therapy https://t.co/Z0zwGvcx9b https://t.co/Mz2pX6JC64 #wellness. 	1	0
medmon.semanticlab.net/doc/4706037047957109992/Rachel-Roberts	Rachel Roberts	Info: #Colloidal #gold has been used as #alternativemedicine for #brain related issues like #Parkinson #disease: https://t.co/7ucPL3zzdF. 	1	0
medmon.semanticlab.net/doc/4706022301914401022/American-Abortive-Prudence	American Abortive Prudence	RT @womencitizen: Lack of vitamin D onsets Parkinson disease. 	1	0
medmon.semanticlab.net/doc/4705978065312198351/very-happy-knicks-fan	very happy knicks fan	My grandpa with Parkinson's has been using art to forget about his disease, he can barely control his hands anymore but he still fights to pursue his new passion and I just wanted to show some of the work he has managed to pull off despite all of the odds being against him. :) https://t.co/B82RfuToog. 	1	1
medmon.semanticlab.net/doc/4705963320221730518/NECTAR	NECTAR	Wonderful to see final publication of the @EJNeuroscience Special Issue dedicated to the extraordinary #Parkinson's advocate Tom Isaacs. A collaboration between @CureParkinsonsT and @NECTAR_EU. Guest edited by NSI President Eilís Dowd and Roger Barker. https://t.co/7jjp85suC8 https://t.co/eVspOK63e0. 	0	0
medmon.semanticlab.net/doc/4705933827672461893/Syn-Flamez!	Syn Flamez!	My grandpa with Parkinson's has been using art to forget about his disease, he can barely control his hands anymore but he still fights to pursue his new passion and I just wanted to show some of the work he has managed to pull off despite all of the odds being against him. :) https://t.co/B82RfuToog. 	1	1
medmon.semanticlab.net/doc/4705808490167244133/akwu	akwu	Future smart watches may be able to give you early warning of Parkinson's. #Wearables #DigitalHealth #SmartWatches. @Paula_Piccard @alvinfoo @NextGenCloudIT @HeinzVHoenen @JGrobicki @mvollmer1 @rajat_shrimal @chboursin @HealthcareLdr @IrmaRaste @gvalan @DrJDrooghaag @UrsBolt https://t.co/odomkKjd0C. 	1	0
medmon.semanticlab.net/doc/4705680694725805239/john-randall	john randall	The Gut's Link to Parkinson's: Hype or Hope? https://t.co/9wExjHd9Is. Many patients with PD suffer from gut-related symptoms such as constipation, which have an impact on quality of life. #parkinsons #neurology #microbiome #science #neuroscience #health. 	1	1
medmon.semanticlab.net/doc/4705624166975939668/Parkinson-Canada	Parkinson Canada	Here's some exciting news! Canadian Open #Parkinson Network funding begins collaboration platform to accelerate Parkinson’s disease #research & knowledge https://t.co/YVMfUaiPmh @BrainCanada https://t.co/razBQzJpxW. 	0	0
medmon.semanticlab.net/doc/4705609421467172010/Rachel-Dolhun	Rachel Dolhun	Myths about levodopa, the most commonly prescribed #Parkinsons medication, could prevent people from using the drug when it might be helpful. Learn the facts and the fiction in my latest #AsktheMD: https://t.co/ofV7gfm517. 	1	0
medmon.semanticlab.net/doc/4705577472300434671/Steve-Moratto	Steve Moratto	Please help support my good buddy Karl as he raises funds for Parkinson's research. Cheers and thank you! https://t.co/44jqOjkr0f. 	0	0
medmon.semanticlab.net/doc/4705565191923148352/godcold_Mr.	godcold_Mr.	Future smart watches may be able to give you early warning of Parkinson's. #Wearables #DigitalHealth #SmartWatches. @Paula_Piccard @alvinfoo @NextGenCloudIT @HeinzVHoenen @JGrobicki @mvollmer1 @rajat_shrimal @chboursin @HealthcareLdr @IrmaRaste @gvalan @DrJDrooghaag @UrsBolt https://t.co/odomkKjd0C. 	1	0
medmon.semanticlab.net/doc/4705550449478860461/EPDA	EPDA	Read this very positive report about @kinetics_corp #Parkinsons #KinetiGraph™ (#PKG) system... 	1	0
medmon.semanticlab.net/doc/4705496369862007646/Stephen-Hill	Stephen Hill	The @ParkinsonsUK audit gathered the care experiences of over 1,500 people with Parkinson's in Scotland in 2017 - find out what it told us about @NHSScotland's Parkinson's services in our new report - @ParkinsonsEN. https://t.co/DFFvAciolc. 	1	0
medmon.semanticlab.net/doc/4705341540507533929/Linda-Cantillon	Linda Cantillon	RT @headleybell: Pure Purity Brings $35,000 for Parkinson's Research https://t.co/rofoqJfJji via @BloodHorse. 	0	0
medmon.semanticlab.net/doc/4705334166744320482/jisung-voice:-wtf-was-that	jisung voice: wtf was that	you know what,. PARKINSON'S LAW. i'm starting my homework at 6pm to give myself some break time. 	1	1
medmon.semanticlab.net/doc/4705321878578179582/Frankfort-Times	Frankfort Times	From today's Times: Rock Steady Boxing is now fighting Parkinson's in Frankfort. https://t.co/ua8C6QjiJg https://t.co/lPJHZQeE3s. 	1	0
medmon.semanticlab.net/doc/4705304678572382324/U.S.-News-Health	U.S. News Health	People with Parkinson's disease may practice tai chi to help reduce body stiffness and improve balance. https://t.co/LkNWRaUTQF. 	1	1
medmon.semanticlab.net/doc/4705297303121650176/Jon-Bland	Jon Bland	@ParkinsonsUK @InsightIntoPD @pd_warrior I don’t seem to be able to find any information about World Parkinsons Day...? 	0	0
medmon.semanticlab.net/doc/4705270268342053017/Wake-Research	Wake Research	Do you or a loved one suffer from Parkinson's disease? Learn about our enrolling clinical research study: https://t.co/PnnwnqWYMU https://t.co/PnnwnqWYMU. 	1	0
medmon.semanticlab.net/doc/4705208848755697807/Amy-Noss	Amy Noss	Haven’t you heard? Read more at https://t.co/8fNG7tGOeo #Parkinsons. 	0	0
medmon.semanticlab.net/doc/4705157220210342227/CazWalkerFastGirl	CazWalker#FastGirl	@End_TheFederalR @philosopherssto This is the best that happened to this man, to suppress the symptoms of parkinson. Works also for me, to get rid of inflammation from arthritis. 	1	1
medmon.semanticlab.net/doc/4704977811445909395/TH	TH	RT @ITCrowdSupport: Congratulations to Katherine Parkinson for winning Best Comedy Actress at the @BritComAwards! #BritComAwards #itcrowd h…. 	0	0
medmon.semanticlab.net/doc/4704958151268095735/OutThinkParkinsons	OutThinkParkinsons	The Role of the Gut and Digestive System in Parkinson's Disease https://t.co/ZfAbLCHKg8 #therapy. 	1	0
medmon.semanticlab.net/doc/4704938491242568282/John-Garcia	John Garcia	@TheRealCDK1 Broke my heart when I could no longer care for my mom. Her Parkinsons had become unmanageable for me. It's your mom! 	1	1
medmon.semanticlab.net/doc/4704783659028386173/Seattle's-Banker	Seattle's Banker	Deep Brain Stimulation Offers Fresh Hope for Parkinson's Patients https://t.co/12zcpfJR30. 	1	0
medmon.semanticlab.net/doc/4704712388783417492/dvjoshi.siyait.comt	dvjoshi.siyait.com@t	@narendramodi My daughter Dr Priyanka is doing research work on Alzhimer and Parkinson decease at Cambridge. The researchers efforts will go a long way in the service of mankind. 	0	0
medmon.semanticlab.net/doc/4704673066982899180/Gary-Sharpe	Gary Sharpe	RT @DrGarySharpe: Initiating Jumping, Hop, Skip & Jump with a Ball in Parkinson's https://t.co/oscOLBKx4b https://t.co/CMVTZfNze6 #wellbeing. 	1	0
medmon.semanticlab.net/doc/4704579677231074272/OutThinkParkinsons	OutThinkParkinsons	Self-Doubt, Guilt, Inner Voices and Parkinson's Disease https://t.co/cz2snz32Cw #parkinsonsdisease. 	1	0
medmon.semanticlab.net/doc/4704525610803576092/Pam-aka-NoDeal-NoWall	Pam aka #NoDeal #NoWall	RT @OutThinkingPD: PEMF Applied to Tremor Control in Parkinson's Disease https://t.co/dmXOLnVM9r #wellbeing. 	1	0
